	-10	0.016543586
	-9.5	0.67953295
	-9	0.63167852
	-8.5	0.72619838
	-8	1.0039623
	-7.5	
	-7	0.64976031
	-6.5	0.12699407
	-6	0.082053274
	-5.5	0.093038559
	-5	0.099250503
	-4.5	0.078876853
	-4	0.13545848
	-3.5	0.14058699
	-3	0.15497264
	-2.5	0.22068097
	-2	0.36822695
	-1.5	0.064283364
	-1	0.068621531
	-0.5	0.074524671
	0	0.073442295
	0.5	0.073662184
	1	0.086686745
	1.5	0.074783698
	2	0.097950555
	2.5	0.089168921
	3	0.079002038
	3.5	0.099028565
	4	0.10297539
	4.5	0.09173055
	5	0.094984829
	5.5	0.084094115
	6	0.080510154
	6.5	0.11159197
	7	0.098543525
	7.5	0.08188732
	8	0.080498785
	8.5	0.082058385
	9	0.072915256
	9.5	0.099722892
	10	0.059238356
	10.5	0.11685599
	11	0.12556474
	11.5	0.6181283
	12	0.072193883
	12.5	0.50221241
	13	0.5726338
	13.5	0.74737334
	14	0.60160255
	14.5	0.84426224
	15	0.93357599
