	-10	0.57595575
	-9.5	0.91363192
	-9	0.82528448
	-8.5	0.65199345
	-8	0.69872361
	-7.5	0.16760239
	-7	0.10070104
	-6.5	0.10458561
	-6	0.10006914
	-5.5	0.095548689
	-5	0.10083705
	-4.5	0.10273087
	-4	0.10622474
	-3.5	0.22275852
	-3	0.42447403
	-2.5	0.081390351
	-2	0.083155684
	-1.5	0.076497331
	-1	0.069948837
	-0.5	0.077638187
	0	0.075438857
	0.5	0.074285619
	1	0.081675842
	1.5	0.073736541
	2	0.071343526
	2.5	0.067065045
	3	0.073986143
	3.5	0.083317809
	4	0.071581736
	4.5	0.081305005
	5	0.064208217
	5.5	0.07078813
	6	0.071945801
	6.5	0.077450201
	7	0.039882194
	7.5	0.047733694
	8	0.053508993
	8.5	0.0647448
	9	0.05887685
	9.5	0.048744332
	10	0.059397936
	10.5	0.085131831
	11	0.75236869
	11.5	0.059210099
	12	0.67711329
	12.5	0.75121605
	13	0.85630316
	13.5	0.73453522
	14	0.76978302
	14.5	0.93180442
	15	0.55826819
