	-10	0.048264034
	-9.5	0.84191102
	-9	0.087460093
	-8.5	0.69391435
	-8	0.81373036
	-7.5	1.1368504
	-7	1.267498
	-6.5	0.055513732
	-6	0.062661245
	-5.5	0.081776708
	-5	0.11099327
	-4.5	0.1509086
	-4	0.10108129
	-3.5	0.080443949
	-3	0.070663817
	-2.5	0.034100872
	-2	0.046344828
	-1.5	0.067797564
	-1	0.071268938
	-0.5	0.069758847
	0	0.064215884
	0.5	0.064099811
	1	0.060169078
	1.5	0.061487664
	2	0.061616689
	2.5	0.0606497
	3	0.06326662
	3.5	0.059851859
	4	0.060150873
	4.5	0.06192686
	5	0.062208757
	5.5	0.059843265
	6	0.060730346
	6.5	0.064116955
	7	0.062313601
	7.5	
	8	0.064890161
	8.5	0.065233305
	9	0.059517458
	9.5	0.055801645
	10	0.057492856
	10.5	0.060293999
	11	0.055683099
	11.5	0.061737664
	12	0.063617848
	12.5	0.05513892
	13	0.071515277
	13.5	0.060266756
	14	0.075528547
	14.5	0.074306346
	15	0.076620631
